Claim_ID,Customer_ID,Vehicle_ID,Policy_Start_Date,Claim_Date,Claim_Amount,Claim_Type
13099,474129,V474129,2025-06-07,2025-06-07,10000,1
13100,292333,V292333,2025-09-21,2025-09-21,10000,1
13101,154733,V154733,2025-10-07,2025-10-07,10000,1
13102,293735,V293735,2025-07-21,2025-07-21,10000,1
13103,238202,V238202,2025-10-28,2025-10-28,10000,1
13104,701757,V701757,2025-05-14,2025-05-14,10000,1
13105,23773,V23773,2025-12-14,2025-12-14,10000,1
13106,119344,V119344,2025-01-27,2025-01-27,10000,1
13107,316970,V316970,2025-01-13,2025-01-13,10000,1
13108,663617,V663617,2025-02-27,2025-02-27,10000,1
13109,529165,V529165,2025-10-21,2025-10-21,10000,1
13110,711891,V711891,2025-01-20,2025-01-20,10000,1
13111,655848,V655848,2025-12-07,2025-12-07,10000,1
13112,372883,V372883,2025-10-21,2025-10-21,10000,1
13113,517928,V517928,2025-02-06,2025-02-06,10000,1
13114,159704,V159704,2025-05-07,2025-05-07,10000,1
13115,519741,V519741,2025-01-20,2025-01-20,10000,1
13116,104147,V104147,2025-07-21,2025-07-21,10000,1
13117,60122,V60122,2025-04-07,2025-04-07,10000,1
13118,197576,V197576,2025-10-28,2025-10-28,10000,1
13119,386083,V386083,2025-11-14,2025-11-14,10000,1
13120,617784,V617784,2025-12-07,2025-12-07,10000,1
13121,318548,V318548,2025-05-07,2025-05-07,10000,1
13122,651836,V651836,2025-12-21,2025-12-21,10000,1
13123,723823,V723823,2025-08-28,2025-08-28,10000,1
13124,980138,V980138,2025-12-21,2025-12-21,10000,1
13125,493557,V493557,2025-07-07,2025-07-07,10000,1
13126,218264,V218264,2025-05-07,2025-05-07,10000,1
13127,621770,V621770,2025-10-28,2025-10-28,10000,1
13128,616578,V616578,2025-08-21,2025-08-21,10000,1
13129,394867,V394867,2025-11-14,2025-11-14,10000,1
13130,320613,V320613,2025-12-28,2025-12-28,10000,1
13131,465498,V465498,2025-11-07,2025-11-07,10000,1
13132,747339,V747339,2025-11-28,2025-11-28,10000,1
13133,612377,V612377,2025-02-27,2025-02-27,10000,1
13134,792220,V792220,2025-07-14,2025-07-14,10000,1
13135,317976,V317976,2025-10-14,2025-10-14,10000,1
13136,222975,V222975,2025-03-21,2025-03-21,10000,1
13137,329079,V329079,2025-02-13,2025-02-13,10000,1
13138,138759,V138759,2025-02-13,2025-02-13,10000,1
13139,457375,V457375,2025-08-28,2025-08-28,10000,1
13140,509347,V509347,2025-08-28,2025-08-28,10000,1
13141,868318,V868318,2025-06-14,2025-06-14,10000,1
13142,38116,V38116,2025-02-20,2025-02-20,10000,1
13143,674078,V674078,2025-09-28,2025-09-28,10000,1
13144,64544,V64544,2025-05-07,2025-05-07,10000,1
13145,780661,V780661,2025-12-14,2025-12-14,10000,1
13146,350855,V350855,2025-08-14,2025-08-14,10000,1
13147,184502,V184502,2025-02-06,2025-02-06,10000,1
13148,681421,V681421,2025-10-21,2025-10-21,10000,1
13149,63772,V63772,2025-03-28,2025-03-28,10000,1
13150,256190,V256190,2025-12-21,2025-12-21,10000,1
13151,847388,V847388,2025-04-07,2025-04-07,10000,1
13152,361927,V361927,2025-11-14,2025-11-14,10000,1
13153,373951,V373951,2025-09-21,2025-09-21,10000,1
13154,191133,V191133,2025-03-21,2025-03-21,10000,1
13155,432870,V432870,2025-09-14,2025-09-14,10000,1
13156,945423,V945423,2025-02-13,2025-02-13,10000,1
13157,336307,V336307,2025-11-14,2025-11-14,10000,1
13158,294552,V294552,2025-10-14,2025-10-14,10000,1
13159,223257,V223257,2025-12-28,2025-12-28,10000,1
13160,952810,V952810,2025-04-21,2025-04-21,10000,1
13161,875621,V875621,2025-05-28,2025-05-28,10000,1
13162,842735,V842735,2025-07-21,2025-07-21,10000,1
13163,780827,V780827,2025-05-28,2025-05-28,10000,1
13164,451779,V451779,2025-05-14,2025-05-14,10000,1
13165,881366,V881366,2025-02-06,2025-02-06,10000,1
13166,381684,V381684,2025-11-07,2025-11-07,10000,1
13167,459351,V459351,2025-01-20,2025-01-20,10000,1
13168,889265,V889265,2025-09-07,2025-09-07,10000,1
13169,779960,V779960,2025-01-13,2025-01-13,10000,1
13170,913177,V913177,2025-01-06,2025-01-06,10000,1
13171,985666,V985666,2025-01-27,2025-01-27,10000,1
13172,828919,V828919,2025-10-21,2025-10-21,10000,1
13173,956700,V956700,2025-12-07,2025-12-07,10000,1
13174,184278,V184278,2025-06-28,2025-06-28,10000,1
13175,204896,V204896,2025-10-28,2025-10-28,10000,1
13176,98200,V98200,2025-04-21,2025-04-21,10000,1
13177,360036,V360036,2025-09-14,2025-09-14,10000,1
13178,534868,V534868,2025-05-21,2025-05-21,10000,1
13179,898551,V898551,2025-01-20,2025-01-20,10000,1
13180,790404,V790404,2025-07-28,2025-07-28,10000,1
13181,366203,V366203,2025-07-21,2025-07-21,10000,1
13182,372968,V372968,2025-01-13,2025-01-13,10000,1
13183,290061,V290061,2025-07-07,2025-07-07,10000,1
13184,455667,V455667,2025-12-28,2025-12-28,10000,1
13185,855325,V855325,2025-12-14,2025-12-14,10000,1
13186,539420,V539420,2025-10-28,2025-10-28,10000,1
13187,855850,V855850,2025-05-21,2025-05-21,10000,1
13188,120176,V120176,2025-05-07,2025-05-07,10000,1
13189,933236,V933236,2025-10-28,2025-10-28,10000,1
13190,374005,V374005,2025-11-14,2025-11-14,10000,1
13191,344921,V344921,2025-05-28,2025-05-28,10000,1
13192,392426,V392426,2025-03-14,2025-03-14,10000,1
13193,121198,V121198,2025-02-20,2025-02-20,10000,1
13194,727377,V727377,2025-05-14,2025-05-14,10000,1
13195,481439,V481439,2025-05-28,2025-05-28,10000,1
13196,485375,V485375,2025-02-27,2025-02-27,10000,1
13197,280491,V280491,2025-05-14,2025-05-14,10000,1
13198,148572,V148572,2025-12-07,2025-12-07,10000,1
13199,152490,V152490,2025-08-21,2025-08-21,10000,1
13200,449004,V449004,2025-10-14,2025-10-14,10000,1
13201,721041,V721041,2025-01-20,2025-01-20,10000,1
13202,19710,V19710,2025-11-07,2025-11-07,10000,1
13203,660376,V660376,2025-04-21,2025-04-21,10000,1
13204,174877,V174877,2025-10-21,2025-10-21,10000,1
13205,137606,V137606,2025-12-21,2025-12-21,10000,1
13206,660871,V660871,2025-08-28,2025-08-28,10000,1
13207,204479,V204479,2025-09-07,2025-09-07,10000,1
13208,820258,V820258,2025-02-20,2025-02-20,10000,1
13209,970913,V970913,2025-10-07,2025-10-07,10000,1
13210,784938,V784938,2025-08-21,2025-08-21,10000,1
13211,963295,V963295,2025-12-14,2025-12-14,10000,1
13212,429026,V429026,2025-03-14,2025-03-14,10000,1
13213,748629,V748629,2025-06-07,2025-06-07,10000,1
13214,802567,V802567,2025-10-21,2025-10-21,10000,1
13215,636663,V636663,2025-07-07,2025-07-07,10000,1
13216,329024,V329024,2025-12-21,2025-12-21,10000,1
13217,372059,V372059,2025-07-21,2025-07-21,10000,1
13218,571180,V571180,2025-08-07,2025-08-07,10000,1
13219,504972,V504972,2025-09-14,2025-09-14,10000,1
13220,320508,V320508,2025-09-14,2025-09-14,10000,1
13221,606909,V606909,2025-03-21,2025-03-21,10000,1
13222,92452,V92452,2025-08-07,2025-08-07,10000,1
13223,237280,V237280,2025-04-21,2025-04-21,10000,1
13224,288482,V288482,2025-03-14,2025-03-14,10000,1
13225,921198,V921198,2025-12-07,2025-12-07,10000,1
13226,327065,V327065,2025-08-14,2025-08-14,10000,1
13227,339035,V339035,2025-04-28,2025-04-28,10000,1
13228,263442,V263442,2025-10-14,2025-10-14,10000,1
13229,850239,V850239,2025-01-20,2025-01-20,10000,1
13230,484947,V484947,2025-12-28,2025-12-28,10000,1
13231,190714,V190714,2025-01-27,2025-01-27,10000,1
13232,947350,V947350,2025-05-21,2025-05-21,10000,1
13233,979117,V979117,2025-03-07,2025-03-07,10000,1
13234,781111,V781111,2025-03-07,2025-03-07,10000,1
13235,835850,V835850,2025-09-28,2025-09-28,10000,1
13236,40815,V40815,2025-07-07,2025-07-07,10000,1
13237,103592,V103592,2025-01-13,2025-01-13,10000,1
13238,559506,V559506,2025-09-14,2025-09-14,10000,1
13239,927922,V927922,2025-04-21,2025-04-21,10000,1
13240,732593,V732593,2025-08-14,2025-08-14,10000,1
13241,235335,V235335,2025-12-28,2025-12-28,10000,1
13242,321247,V321247,2025-09-21,2025-09-21,10000,1
13243,667225,V667225,2025-01-06,2025-01-06,10000,1
13244,663724,V663724,2025-06-14,2025-06-14,10000,1
13245,75508,V75508,2025-04-21,2025-04-21,10000,1
13246,718990,V718990,2025-06-14,2025-06-14,10000,1
13247,407287,V407287,2025-10-21,2025-10-21,10000,1
13248,380728,V380728,2025-03-28,2025-03-28,10000,1
13249,471191,V471191,2025-05-28,2025-05-28,10000,1
13250,642526,V642526,2025-07-14,2025-07-14,10000,1
13251,198805,V198805,2025-03-07,2025-03-07,10000,1
13252,723755,V723755,2025-06-21,2025-06-21,10000,1
13253,210342,V210342,2025-09-14,2025-09-14,10000,1
13254,63210,V63210,2025-09-14,2025-09-14,10000,1
13255,64575,V64575,2025-06-07,2025-06-07,10000,1
13256,65947,V65947,2025-03-07,2025-03-07,10000,1
13257,743542,V743542,2025-07-14,2025-07-14,10000,1
13258,959764,V959764,2025-04-21,2025-04-21,10000,1
13259,666110,V666110,2025-12-21,2025-12-21,10000,1
13260,88959,V88959,2025-01-20,2025-01-20,10000,1
13261,495151,V495151,2025-11-14,2025-11-14,10000,1
13262,853136,V853136,2025-12-21,2025-12-21,10000,1
13263,839153,V839153,2025-10-07,2025-10-07,10000,1
13264,81411,V81411,2025-06-07,2025-06-07,10000,1
13265,13464,V13464,2025-10-14,2025-10-14,10000,1
13266,505484,V505484,2025-02-06,2025-02-06,10000,1
13267,878719,V878719,2025-11-14,2025-11-14,10000,1
13268,185782,V185782,2025-08-07,2025-08-07,10000,1
13269,625813,V625813,2025-11-14,2025-11-14,10000,1
13270,939634,V939634,2025-04-21,2025-04-21,10000,1
13271,991988,V991988,2025-05-07,2025-05-07,10000,1
13272,220871,V220871,2025-06-21,2025-06-21,10000,1
13273,477108,V477108,2025-07-28,2025-07-28,10000,1
13274,319745,V319745,2025-08-14,2025-08-14,10000,1
13275,714255,V714255,2025-07-07,2025-07-07,10000,1
13276,765669,V765669,2025-12-28,2025-12-28,10000,1
13277,600741,V600741,2025-05-14,2025-05-14,10000,1
13278,315367,V315367,2025-08-28,2025-08-28,10000,1
13279,336680,V336680,2025-11-21,2025-11-21,10000,1
13280,602290,V602290,2025-08-07,2025-08-07,10000,1
13281,905536,V905536,2025-02-20,2025-02-20,10000,1
13282,189107,V189107,2025-09-07,2025-09-07,10000,1
13283,184813,V184813,2025-12-14,2025-12-14,10000,1
13284,460922,V460922,2025-05-07,2025-05-07,10000,1
13285,807531,V807531,2025-05-14,2025-05-14,10000,1
13286,65734,V65734,2025-08-07,2025-08-07,10000,1
13287,173064,V173064,2025-11-07,2025-11-07,10000,1
13288,251714,V251714,2025-09-28,2025-09-28,10000,1
13289,829078,V829078,2025-03-28,2025-03-28,10000,1
13290,613399,V613399,2025-12-14,2025-12-14,10000,1
13291,495645,V495645,2025-03-21,2025-03-21,10000,1
13292,306973,V306973,2025-09-21,2025-09-21,10000,1
13293,61410,V61410,2025-10-14,2025-10-14,10000,1
13294,725235,V725235,2025-07-07,2025-07-07,10000,1
13295,247223,V247223,2025-06-21,2025-06-21,10000,1
13296,211019,V211019,2025-07-21,2025-07-21,10000,1
13297,531605,V531605,2025-06-21,2025-06-21,10000,1
13298,159369,V159369,2025-06-07,2025-06-07,10000,1
13299,717143,V717143,2025-05-28,2025-05-28,10000,1
13300,721467,V721467,2025-03-21,2025-03-21,10000,1
13301,521479,V521479,2025-10-21,2025-10-21,10000,1
13302,284297,V284297,2025-10-07,2025-10-07,10000,1
13303,300971,V300971,2025-04-28,2025-04-28,10000,1
13304,961244,V961244,2025-05-07,2025-05-07,10000,1
13305,381552,V381552,2025-06-28,2025-06-28,10000,1
13306,913848,V913848,2025-11-07,2025-11-07,10000,1
13307,319592,V319592,2025-03-14,2025-03-14,10000,1
13308,127578,V127578,2025-07-28,2025-07-28,10000,1
13309,815217,V815217,2025-05-14,2025-05-14,10000,1
13310,732997,V732997,2025-09-21,2025-09-21,10000,1
13311,5327,V5327,2025-07-21,2025-07-21,10000,1
13312,557012,V557012,2025-11-21,2025-11-21,10000,1
13313,715527,V715527,2025-12-28,2025-12-28,10000,1
13314,328810,V328810,2025-05-21,2025-05-21,10000,1
13315,173307,V173307,2025-07-07,2025-07-07,10000,1
13316,728666,V728666,2025-11-21,2025-11-21,10000,1
13317,170532,V170532,2025-12-07,2025-12-07,10000,1
13318,138063,V138063,2025-03-21,2025-03-21,10000,1
13319,368406,V368406,2025-07-28,2025-07-28,10000,1
13320,733942,V733942,2025-04-21,2025-04-21,10000,1
13321,591249,V591249,2025-06-07,2025-06-07,10000,1
13322,5070,V5070,2025-11-07,2025-11-07,10000,1
13323,838641,V838641,2025-05-14,2025-05-14,10000,1
13324,184972,V184972,2025-05-21,2025-05-21,10000,1
13325,925177,V925177,2025-10-21,2025-10-21,10000,1
13326,296885,V296885,2025-02-27,2025-02-27,10000,1
13327,420632,V420632,2025-04-07,2025-04-07,10000,1
13328,813350,V813350,2025-04-07,2025-04-07,10000,1
13329,538193,V538193,2025-06-21,2025-06-21,10000,1
13330,88365,V88365,2025-06-07,2025-06-07,10000,1
13331,479534,V479534,2025-03-14,2025-03-14,10000,1
13332,755407,V755407,2025-12-14,2025-12-14,10000,1
13333,507730,V507730,2025-03-28,2025-03-28,10000,1
13334,4772,V4772,2025-01-13,2025-01-13,10000,1
13335,609678,V609678,2025-10-14,2025-10-14,10000,1
13336,235443,V235443,2025-04-14,2025-04-14,10000,1
13337,781736,V781736,2025-11-21,2025-11-21,10000,1
13338,282535,V282535,2025-12-14,2025-12-14,10000,1
13339,280888,V280888,2025-06-14,2025-06-14,10000,1
13340,16537,V16537,2025-03-07,2025-03-07,10000,1
13341,331694,V331694,2025-04-07,2025-04-07,10000,1
13342,224446,V224446,2025-03-28,2025-03-28,10000,1
13343,193276,V193276,2025-01-27,2025-01-27,10000,1
13344,822324,V822324,2025-10-14,2025-10-14,10000,1
13345,662047,V662047,2025-11-14,2025-11-14,10000,1
13346,483957,V483957,2025-04-14,2025-04-14,10000,1
13347,278859,V278859,2025-11-28,2025-11-28,10000,1
13348,5266,V5266,2025-05-21,2025-05-21,10000,1
13349,293712,V293712,2025-06-28,2025-06-28,10000,1
13350,345030,V345030,2025-09-14,2025-09-14,10000,1
13351,771159,V771159,2025-12-28,2025-12-28,10000,1
13352,977959,V977959,2025-01-06,2025-01-06,10000,1
13353,357192,V357192,2025-12-07,2025-12-07,10000,1
13354,269261,V269261,2025-09-07,2025-09-07,10000,1
13355,710305,V710305,2025-09-21,2025-09-21,10000,1
13356,639476,V639476,2025-03-14,2025-03-14,10000,1
13357,183983,V183983,2025-09-07,2025-09-07,10000,1
13358,339417,V339417,2025-05-14,2025-05-14,10000,1
13359,474173,V474173,2025-07-21,2025-07-21,10000,1
13360,417237,V417237,2025-12-28,2025-12-28,10000,1
13361,362957,V362957,2025-09-07,2025-09-07,10000,1
13362,380402,V380402,2025-05-07,2025-05-07,10000,1
13363,915729,V915729,2025-12-28,2025-12-28,10000,1
13364,204103,V204103,2025-08-28,2025-08-28,10000,1
13365,514433,V514433,2025-07-21,2025-07-21,10000,1
13366,154960,V154960,2025-05-21,2025-05-21,10000,1
13367,284267,V284267,2025-09-07,2025-09-07,10000,1
13368,121838,V121838,2025-11-21,2025-11-21,10000,1
13369,850377,V850377,2025-06-07,2025-06-07,10000,1
13370,346867,V346867,2025-09-21,2025-09-21,10000,1
13371,791878,V791878,2025-08-07,2025-08-07,10000,1
13372,965827,V965827,2025-11-14,2025-11-14,10000,1
13373,635756,V635756,2025-01-13,2025-01-13,10000,1
13374,192575,V192575,2025-02-27,2025-02-27,10000,1
13375,200361,V200361,2025-06-07,2025-06-07,10000,1
13376,887746,V887746,2025-07-14,2025-07-14,10000,1
13377,545841,V545841,2025-05-14,2025-05-14,10000,1
13378,840051,V840051,2025-03-21,2025-03-21,10000,1
13379,76599,V76599,2025-04-14,2025-04-14,10000,1
13380,492291,V492291,2025-01-20,2025-01-20,10000,1
13381,9804,V9804,2025-10-14,2025-10-14,10000,1
13382,376010,V376010,2025-05-07,2025-05-07,10000,1
13383,792875,V792875,2025-04-28,2025-04-28,10000,1
13384,147725,V147725,2025-08-14,2025-08-14,10000,1
13385,67372,V67372,2025-01-27,2025-01-27,10000,1
13386,633232,V633232,2025-02-20,2025-02-20,10000,1
13387,167770,V167770,2025-05-21,2025-05-21,10000,1
13388,555595,V555595,2025-01-06,2025-01-06,10000,1
13389,93252,V93252,2025-10-14,2025-10-14,10000,1
13390,968748,V968748,2025-11-07,2025-11-07,10000,1
13391,354264,V354264,2025-12-07,2025-12-07,10000,1
13392,553040,V553040,2025-01-13,2025-01-13,10000,1
13393,110804,V110804,2025-09-28,2025-09-28,10000,1
13394,599132,V599132,2025-12-21,2025-12-21,10000,1
13395,733889,V733889,2025-02-27,2025-02-27,10000,1
13396,359531,V359531,2025-04-28,2025-04-28,10000,1
13397,274588,V274588,2025-03-28,2025-03-28,10000,1
13398,246155,V246155,2025-07-21,2025-07-21,10000,1
13399,388881,V388881,2025-07-07,2025-07-07,10000,1
13400,239940,V239940,2025-07-28,2025-07-28,10000,1
13401,408920,V408920,2025-04-07,2025-04-07,10000,1
13402,875408,V875408,2025-10-28,2025-10-28,10000,1
13403,209457,V209457,2025-04-14,2025-04-14,10000,1
13404,231737,V231737,2025-02-27,2025-02-27,10000,1
13405,400066,V400066,2025-01-27,2025-01-27,10000,1
13406,433320,V433320,2025-12-07,2025-12-07,10000,1
13407,723955,V723955,2025-01-06,2025-01-06,10000,1
13408,470575,V470575,2025-09-21,2025-09-21,10000,1
13409,966413,V966413,2025-06-21,2025-06-21,10000,1
13410,71071,V71071,2025-03-07,2025-03-07,10000,1
13411,820905,V820905,2025-11-28,2025-11-28,10000,1
13412,647254,V647254,2025-06-14,2025-06-14,10000,1
13413,414776,V414776,2025-04-07,2025-04-07,10000,1
13414,591714,V591714,2025-09-14,2025-09-14,10000,1
13415,502341,V502341,2025-07-07,2025-07-07,10000,1
13416,321781,V321781,2025-03-07,2025-03-07,10000,1
13417,994108,V994108,2025-02-20,2025-02-20,10000,1
13418,344952,V344952,2025-06-28,2025-06-28,10000,1
13419,653872,V653872,2025-07-14,2025-07-14,10000,1
13420,102782,V102782,2025-10-28,2025-10-28,10000,1
13421,874433,V874433,2025-02-27,2025-02-27,10000,1
13422,630021,V630021,2025-05-14,2025-05-14,10000,1
13423,407762,V407762,2025-02-06,2025-02-06,10000,1
13424,780272,V780272,2025-11-21,2025-11-21,10000,1
13425,382050,V382050,2025-11-07,2025-11-07,10000,1
13426,39823,V39823,2025-10-21,2025-10-21,10000,1
13427,288453,V288453,2025-02-13,2025-02-13,10000,1
13428,397686,V397686,2025-07-28,2025-07-28,10000,1
13429,332311,V332311,2025-12-14,2025-12-14,10000,1
13430,51948,V51948,2025-12-07,2025-12-07,10000,1
13431,285104,V285104,2025-12-21,2025-12-21,10000,1
13432,19053,V19053,2025-01-20,2025-01-20,10000,1
13433,619164,V619164,2025-09-14,2025-09-14,10000,1
13434,615466,V615466,2025-08-07,2025-08-07,10000,1
13435,782291,V782291,2025-05-28,2025-05-28,10000,1
13436,649626,V649626,2025-12-07,2025-12-07,10000,1
13437,777099,V777099,2025-03-21,2025-03-21,10000,1
13438,539840,V539840,2025-12-21,2025-12-21,10000,1
13439,499238,V499238,2025-01-13,2025-01-13,10000,1
13440,288314,V288314,2025-09-28,2025-09-28,10000,1
13441,802157,V802157,2025-09-07,2025-09-07,10000,1
13442,382742,V382742,2025-09-28,2025-09-28,10000,1
13443,155624,V155624,2025-03-14,2025-03-14,10000,1
13444,817665,V817665,2025-01-20,2025-01-20,10000,1
13445,557187,V557187,2025-05-14,2025-05-14,10000,1
13446,497073,V497073,2025-02-13,2025-02-13,10000,1
13447,219667,V219667,2025-03-07,2025-03-07,10000,1
13448,447564,V447564,2025-11-07,2025-11-07,10000,1
13449,668658,V668658,2025-12-07,2025-12-07,10000,1
13450,207567,V207567,2025-02-13,2025-02-13,10000,1
13451,77033,V77033,2025-06-21,2025-06-21,10000,1
13452,76074,V76074,2025-11-07,2025-11-07,10000,1
13453,354430,V354430,2025-05-21,2025-05-21,10000,1
13454,59696,V59696,2025-02-06,2025-02-06,10000,1
13455,181237,V181237,2025-03-07,2025-03-07,10000,1
13456,460997,V460997,2025-07-21,2025-07-21,10000,1
13457,85840,V85840,2025-07-14,2025-07-14,10000,1
13458,215442,V215442,2025-08-21,2025-08-21,10000,1
13459,942182,V942182,2025-04-07,2025-04-07,10000,1
13460,440501,V440501,2025-07-21,2025-07-21,10000,1
13461,862669,V862669,2025-01-06,2025-01-06,10000,1
13462,980054,V980054,2025-09-28,2025-09-28,10000,1
13463,665081,V665081,2025-02-27,2025-02-27,10000,1
13464,993605,V993605,2025-10-07,2025-10-07,10000,1
13465,943294,V943294,2025-04-21,2025-04-21,10000,1
13466,82775,V82775,2025-02-27,2025-02-27,10000,1
13467,610028,V610028,2025-09-28,2025-09-28,10000,1
13468,407311,V407311,2025-11-14,2025-11-14,10000,1
13469,850391,V850391,2025-06-21,2025-06-21,10000,1
13470,641039,V641039,2025-06-21,2025-06-21,10000,1
13471,713561,V713561,2025-08-14,2025-08-14,10000,1
13472,452787,V452787,2025-02-13,2025-02-13,10000,1
13473,699759,V699759,2025-11-28,2025-11-28,10000,1
13474,10560,V10560,2025-11-07,2025-11-07,10000,1
13475,227215,V227215,2025-10-21,2025-10-21,10000,1
13476,750978,V750978,2025-11-07,2025-11-07,10000,1
13477,454311,V454311,2025-04-14,2025-04-14,10000,1
13478,473252,V473252,2025-01-13,2025-01-13,10000,1
13479,753011,V753011,2025-05-28,2025-05-28,10000,1
13480,439861,V439861,2025-10-21,2025-10-21,10000,1
13481,433564,V433564,2025-08-07,2025-08-07,10000,1
13482,593405,V593405,2025-04-28,2025-04-28,10000,1
13483,545506,V545506,2025-06-14,2025-06-14,10000,1
13484,731265,V731265,2025-12-28,2025-12-28,10000,1
13485,33075,V33075,2025-05-14,2025-05-14,10000,1
13486,958987,V958987,2025-03-07,2025-03-07,10000,1
13487,619171,V619171,2025-09-21,2025-09-21,10000,1
13488,169563,V169563,2025-04-14,2025-04-14,10000,1
13489,924285,V924285,2025-05-14,2025-05-14,10000,1
13490,732411,V732411,2025-02-13,2025-02-13,10000,1
13491,595907,V595907,2025-02-27,2025-02-27,10000,1
13492,442721,V442721,2025-08-14,2025-08-14,10000,1
13493,631662,V631662,2025-11-07,2025-11-07,10000,1
13494,817854,V817854,2025-07-28,2025-07-28,10000,1
13495,222518,V222518,2025-12-21,2025-12-21,10000,1
13496,628947,V628947,2025-06-07,2025-06-07,10000,1
13497,474570,V474570,2025-08-21,2025-08-21,10000,1
13498,398855,V398855,2025-10-07,2025-10-07,10000,1
13499,401814,V401814,2025-11-07,2025-11-07,10000,1
13500,683190,V683190,2025-08-21,2025-08-21,10000,1
13501,919413,V919413,2025-01-20,2025-01-20,10000,1
13502,432253,V432253,2025-01-06,2025-01-06,10000,1
13503,489210,V489210,2025-08-21,2025-08-21,10000,1
13504,983090,V983090,2025-01-13,2025-01-13,10000,1
13505,913617,V913617,2025-03-21,2025-03-21,10000,1
13506,154069,V154069,2025-12-14,2025-12-14,10000,1
13507,761226,V761226,2025-11-07,2025-11-07,10000,1
13508,818230,V818230,2025-08-07,2025-08-07,10000,1
13509,849066,V849066,2025-11-07,2025-11-07,10000,1
13510,590783,V590783,2025-02-27,2025-02-27,10000,1
13511,767103,V767103,2025-11-28,2025-11-28,10000,1
13512,947855,V947855,2025-10-07,2025-10-07,10000,1
13513,250808,V250808,2025-04-07,2025-04-07,10000,1
13514,125985,V125985,2025-03-21,2025-03-21,10000,1
13515,982472,V982472,2025-05-07,2025-05-07,10000,1
13516,116751,V116751,2025-12-28,2025-12-28,10000,1
13517,83309,V83309,2025-08-14,2025-08-14,10000,1
13518,656533,V656533,2025-10-21,2025-10-21,10000,1
13519,627086,V627086,2025-05-07,2025-05-07,10000,1
13520,810056,V810056,2025-04-07,2025-04-07,10000,1
13521,508716,V508716,2025-12-07,2025-12-07,10000,1
13522,610729,V610729,2025-08-28,2025-08-28,10000,1
13523,781956,V781956,2025-06-28,2025-06-28,10000,1
13524,936347,V936347,2025-04-28,2025-04-28,10000,1
13525,386638,V386638,2025-05-21,2025-05-21,10000,1
13526,82029,V82029,2025-02-13,2025-02-13,10000,1
13527,512733,V512733,2025-11-28,2025-11-28,10000,1
13528,571109,V571109,2025-05-28,2025-05-28,10000,1
13529,679455,V679455,2025-06-07,2025-06-07,10000,1
13530,313781,V313781,2025-04-28,2025-04-28,10000,1
13531,241428,V241428,2025-08-21,2025-08-21,10000,1
13532,53687,V53687,2025-09-07,2025-09-07,10000,1
13533,691089,V691089,2025-03-21,2025-03-21,10000,1
13534,525095,V525095,2025-09-07,2025-09-07,10000,1
13535,175107,V175107,2025-06-07,2025-06-07,10000,1
13536,744746,V744746,2025-10-28,2025-10-28,10000,1
13537,498641,V498641,2025-05-28,2025-05-28,10000,1
13538,633620,V633620,2025-03-14,2025-03-14,10000,1
13539,803795,V803795,2025-02-27,2025-02-27,10000,1
13540,339211,V339211,2025-10-21,2025-10-21,10000,1
13541,588358,V588358,2025-07-14,2025-07-14,10000,1
13542,704760,V704760,2025-07-28,2025-07-28,10000,1
13543,940328,V940328,2025-03-14,2025-03-14,10000,1
13544,76416,V76416,2025-10-14,2025-10-14,10000,1
13545,298845,V298845,2025-07-07,2025-07-07,10000,1
13546,397215,V397215,2025-04-14,2025-04-14,10000,1
13547,928532,V928532,2025-12-21,2025-12-21,10000,1
13548,207116,V207116,2025-11-21,2025-11-21,10000,1
13549,331275,V331275,2025-02-13,2025-02-13,10000,1
13550,732265,V732265,2025-09-21,2025-09-21,10000,1
13551,684030,V684030,2025-12-07,2025-12-07,10000,1
13552,59655,V59655,2025-12-28,2025-12-28,10000,1
13553,204157,V204157,2025-10-21,2025-10-21,10000,1
13554,920748,V920748,2025-09-14,2025-09-14,10000,1
13555,930582,V930582,2025-07-28,2025-07-28,10000,1
13556,559184,V559184,2025-10-28,2025-10-28,10000,1
13557,189114,V189114,2025-09-14,2025-09-14,10000,1
13558,298043,V298043,2025-04-28,2025-04-28,10000,1
13559,452007,V452007,2025-12-28,2025-12-28,10000,1
13560,968694,V968694,2025-09-14,2025-09-14,10000,1
13561,233560,V233560,2025-02-20,2025-02-20,10000,1
13562,218164,V218164,2025-01-27,2025-01-27,10000,1
13563,419351,V419351,2025-10-07,2025-10-07,10000,1
13564,425380,V425380,2025-03-28,2025-03-28,10000,1
13565,678083,V678083,2025-09-07,2025-09-07,10000,1
13566,432900,V432900,2025-10-14,2025-10-14,10000,1
13567,437238,V437238,2025-08-21,2025-08-21,10000,1
13568,372107,V372107,2025-09-07,2025-09-07,10000,1
13569,801035,V801035,2025-08-14,2025-08-14,10000,1
13570,951888,V951888,2025-10-14,2025-10-14,10000,1
13571,444697,V444697,2025-01-06,2025-01-06,10000,1
13572,464186,V464186,2025-04-07,2025-04-07,10000,1
13573,474068,V474068,2025-04-07,2025-04-07,10000,1
13574,69774,V69774,2025-08-21,2025-08-21,10000,1
13575,494138,V494138,2025-02-06,2025-02-06,10000,1
13576,401035,V401035,2025-09-21,2025-09-21,10000,1
13577,487129,V487129,2025-12-14,2025-12-14,10000,1
13578,318853,V318853,2025-03-07,2025-03-07,10000,1
